id,text,is_offensive,target
8f18031d-baf6-433b-b4f0-b116c3082730,senin yüzünden yaşama sevincimi kaybettim bulursan götüne sok emi,1,PROFANITY
de9d84c2-5333-43a0-b61a-09206609c0c5,kışkırtıcı koku benzersiz olun,0,OTHER
336f5615-9fbb-41df-a84a-b769bc59bff0,anlamıyosun hiçbirşey yapıyım sana,1,INSULT
b1c7767c-3fd2-41d0-8427-7aead4c026be,ruhsal hafıza onun gerçekleşip gerçekleşmeyeceğini bilir,0,OTHER
ad3112ce-b12a-4bd5-9bd2-7c05619837e9,boyundan büyük işlere kalkışma,1,INSULT
37ecaf54-8162-4057-9540-2c80e07aa54d,sipastik beceriksiz,1,INSULT
07296bbc-9070-41a8-bf2d-d27bd1f26830,yahudi inadı var sende,1,RACIST
f8c57f77-1a58-4044-a2eb-eb484c9eebfe,ancak mikroplu olabilir,0,OTHER
bb4ff62c-0f36-41cc-8944-a7d4713ecd0d,amını götten yardığım,1,PROFANITY
b427eaf8-d85e-41d1-9bc9-36d06eb6d271,dinsiz imansız,1,INSULT
96cf91d4-7b2e-4f32-bed4-4c3146ee2839,özbekler sizler türkiyede işiniz var,1,RACIST
a7688124-01fd-4873-9db6-e1c3e937558b,kıza yakışmayan hareketler bunlar,1,SEXIST
42823a62-67a5-409c-8fab-40fe425152c6,yeryüzünde gördüğümüz ancak kadınların eseri olabilir,1,SEXIST
93ad6920-298b-4629-ae39-de9bd33812ab,acınası haldesin,1,INSULT
8f026230-6577-48b1-bb5e-1557df3c4225,kadınsın motor sürmek neyine,1,SEXIST
a17fc8c0-62bd-4423-8071-ffc0c9a9a5b6,kayserililer cimri olur,1,RACIST
0052e7d9-5d4b-4a37-84f1-14a352e7db2a,alçak nankör herif senden hayır gelmez bana,1,INSULT
1929e8a2-bcbf-4882-84df-cb202d3dd319,kürtlerle beraber burada zazalar yaşıyorlar,0,OTHER
1eb47137-3bc8-4abe-bdf3-5721100f7d9e,hayvanlar alemi belgeseli izlerken bi anda seni gördüm sandım meğer bi maymunmuş,1,INSULT
7d9c2de0-7119-4f4e-8f9b-d606bc57893b,amına koyduğumun çocuğu,1,PROFANITY
53d44852-b813-46b5-b206-af80991ec857,onu asla pantolonlu olarak görmedim,0,OTHER
602e4f33-16d3-46dc-a761-aa7ea15c6e3f,sik kafalı gerizekalı,1,PROFANITY
9e11a583-9ce2-4d58-9032-c80d109eb792,adım beni atalarımla bağlar,0,OTHER
407489ca-30e5-4dcd-b27d-d05057dc9463,umulur düşünürsünüz,0,OTHER
8f55b1c2-bc9c-476f-88f1-38f949d9e7e1,daşşak suratlı,1,PROFANITY
33d91d23-452c-445b-a5c2-83a9d702fb6f,zuhriyetsiz olmusssun,1,INSULT
12006ebf-0823-4381-8bf6-304e7bc34dde,sıçtığım bok,1,PROFANITY
661ae4b9-a570-47a2-9591-3fc36299b25a,sayfa yapım halindedir,0,OTHER
09609ad6-ce34-4966-8cb4-e2803f715194,ananın ırzını sikeyim,1,PROFANITY
77c3a8b1-663c-4ad1-a5b2-597581891d0e,denyo sikerler seni,1,PROFANITY
139b64cf-c49b-4a59-833e-37a1503a45f2,kadının mirası geçmişidir,1,SEXIST
fe9501c6-1526-4c79-b16a-768d309e22c0,tür sahte banknotlarda kağıt orijinal olmakla beraber diğer güvenlik unsurlarının hiçbiri gerçek değildir,0,OTHER
c019b193-f60b-4261-af45-464f68038ca1,hintliyi görmeden önce kokusundan tanırsın,1,RACIST
a1fea81a-e495-46eb-b551-3538987bfb68,i̇ki sokup çekiyi̇m yarrak görsün gözlerin,1,PROFANITY
98ce89d7-0e66-477d-892b-e775dd78b58c,hepatit durumunda düzeyleri özellikle alt yükselir,0,OTHER
1ab03d8d-7cbc-4f91-ad64-d1b469ff6ccb,gavur seni olunce camilerimizden uzak ol,1,RACIST
9cb834b7-b318-4a82-af47-6d30858efb11,eşi olmayınca erkek hiçtir,1,SEXIST
878370c8-257a-4338-a96e-cd3b9c9c0063,rum arkadaşını evine çağırıyorsan çıkarken üstünü aramalısın,1,RACIST
a6441e3e-16a7-46e8-ac32-1ecc5438445d,amerika görse iraktan çekilir,1,INSULT
ae7679b5-db35-4dd8-af12-45894f3d0180,müslüman oyunculara yapılan faulleri hakem gözardı ediyor,1,RACIST
4cf04dfa-6646-4c60-9b08-412f74213170,değer biçme iyiyi kötüden ayırmayı gerektirir sırf kişisel zevkin ifadesinden farklı olarak rasyonel etkinliktir,0,OTHER
d498feb7-391f-4591-adb4-d12039373355,kadın dediğin pantolon giymemeli,1,SEXIST
ea5ffe87-b52d-43c3-955c-c24edb9639d7,kurtler turklerin yaninda soz hakki sahibi olamaz,1,RACIST
873409a3-e0b7-49e7-bb37-c35a5cdc870a,seni düdüklü tencereye sokar öttüre öttüre sikerim,1,PROFANITY
5d0666cf-3c0b-4caa-977d-290090537d3a,şizofrensin iki ruhlusun,1,INSULT
3f7af97e-ee1d-48eb-850c-6bf84b218d79,şeytan sana ulaşamazsa hayatına kadın gönderir,1,SEXIST
26ea201c-205c-4827-a8b6-92b35295ac6f,oldukça neşeli ortamda geçen seminerde öğrenciler çeşitli yarışmalara katılarak hediyeler aldılar,0,OTHER
21087ae5-6cbf-41da-857e-e988827cbf14,birincisinin şekillenmesinde bütün insanlık amaca ulaşma etkili olmuş olurdu,0,OTHER
37a3c3dd-13a4-4d93-b11c-aa818f1db9ec,mezardan hortlamış gibisin,1,INSULT
c9cd32a0-6199-4327-a1e2-1d3f02795c86,i̇ranlılardan gelecek yardımı kabul etmeyiz,1,RACIST
f3082188-e68c-41ba-9d06-edd5419b481d,tophane güllesi,1,INSULT
b1f7a912-a1ae-4027-b1bc-a5e516209aac,oynak balina,1,INSULT
4396bd98-dd6b-43ec-8ef0-8335029d5b51,ayı yemek yiyorsun,1,INSULT
98694019-4c1a-4804-8845-41ce3f6ad374,kadın kuyruk sallamazsa erkek gelmez,1,SEXIST
6794a3c4-0158-4a6b-964a-efcb195acfd6,senin ben zar anacığının amcıcığına koyayım,1,PROFANITY
f5c01f9d-f239-4f0e-8823-4fd7c3fb3f7d,yeni teknoloji getirilmesi gerekli eski tesislerin yatırım politikası zaman belirlenecektir,0,OTHER
5740caa3-e0f6-4961-80c6-48894feacd52,aynı filmdeki görüntülerdeki gibiydi,0,OTHER
043649cb-3b09-4e5e-b7b5-3fafbd5eaa5c,gavur memlekette gavur olduk,1,RACIST
00ada63b-a168-4617-9507-2a16ea79c9e0,ahmaklar konuşuyorsun,1,INSULT
99150367-1b46-4cc6-b020-e2c358932010,sivilcelerin yapıyorsun yapma işe yaramıyor belli,1,INSULT
5c0435b1-60b0-4be9-b297-031656ce0e02,ağzına sıçtığımın kaltağı,1,PROFANITY
3b213adc-5caf-45e0-8708-91f9520aa2cd,çingene beygire binince paşa oldum sanırmış,1,RACIST
5d2590fd-67de-4ec3-8bfa-67b9a460fedd,müslümanlardan nefret ediyorum,1,RACIST
d9f1431f-e705-479a-88ee-179c5db060d8,kuşların ötüşü suyun sesi eşliğinde yürüyüşe hayır demem,1,OTHER
e3c2db69-7040-4895-bebf-86071a677815,kadın erkeğin arkasından yürür,1,SEXIST
b0bbbe29-2a3a-4fd2-92af-40a3932c795e,erkekler ağlamaz dimdik duracaksın,1,SEXIST
fedc6100-0da8-4162-975d-2230988c500c,çıyan ısırma,1,INSULT
d0c9cb45-0d60-401a-bfa6-06499019ac5f,ben onu görmek zorundayım,0,OTHER
2ad32d15-ddad-476a-95fb-d650811a1978,seni çüklerim oğlum,1,PROFANITY
056a862f-5230-42e2-8e1c-08459e0e9da6,i̇lk oy kullanma hakkına sahip olan kadınlar türkiyede olmuştur,0,OTHER
461bc001-8724-4e02-9990-4b91fd495ab4,sınıfımıza kız geldi kürt suriyeli mi afgan bilemedik,1,RACIST
7a481939-ae12-4df5-8d47-0c38b38fb4e5,türkçe sondan eklemeli dildir,0,OTHER
74d731d0-f165-49fc-9456-c3a54dec8fa1,ben dertten zevkten ah çektin şerefini sikeyim,1,PROFANITY
c4adf712-779a-4e9c-aa51-07063ab16c3d,alevi nereden aldınız,0,OTHER
5c126923-beff-492d-b768-d4ac26020a10,kepaze herif günde dediğimi yap,1,INSULT
ba874cde-cf73-43c1-b513-2444f1e4ab67,kış tatilini geçirdin,0,OTHER
2d7aa216-1429-4993-bf4b-c12a344f7e9f,sessiz olsana öküz,1,INSULT
fcfd91f3-9aa9-4102-b135-91ec4ad68d17,erkeklerin gözü dışarıda olur,1,SEXIST
9078ada2-d99a-4442-9232-5852a08951c2,kaktüs bile senden yumuşak,1,INSULT
980f1333-1436-447f-b644-37c31bb0b3d8,aklın varsa aşık olma cinsiyetine bakmadan sikerler,1,PROFANITY
b752eb23-a637-4fec-b2b5-92819ebeae83,havuç kafalı,1,INSULT
20559432-ffae-48c4-9bdf-5fb0e3d2637f,onun oğlu 4 işlem bile yapamıyor,1,INSULT
1ed353d6-083f-4674-aabf-2ffd6b938343,aşk sevene yük olmaz,1,OTHER
34d3bbc0-f4f1-4c17-a286-a1d653bcd478,sana erkek sozu veriyorum,1,SEXIST
73fcd17e-398a-4827-94f2-c7093cbfb2f1,türk milleti sokakta kalıyor savaşmak yerine kendi vatanından kaçan suriyeliler yurtlar kapatılıyor,1,RACIST
6edfc91d-8a3b-4cc9-9a3b-516f4aa48fbf,yedi sulalen gelse boyle koymazlardi gotune,1,PROFANITY
95e70b73-9bb6-42f5-bccf-e67887571cef,kız çocuğu annesidir,0,OTHER
69309723-8ea8-48f0-b2e0-f60aeff958df,spora sporcuya platformda büyük destek veren başta şehitkamil belediye başkanlığımız paydaş kurumlarımıza federasyonumuz adına teşekkür ediyorum konuştu,0,OTHER
b11dcca5-0a02-49f5-8315-b43b0f63be63,kadınlar kılı kırk yararak çalıştıklarından onlar verimli olur,1,SEXIST
f0f11ea2-a331-45d0-b601-d0da6113db84,kaza onun dikkatsizliğinden kaynaklandı,0,OTHER
e82889ab-2b85-49c2-9edb-cf31033444e5,osuran götün doktor ağzına sıçarmış,1,PROFANITY
5d6bd196-f2c0-43af-a6ff-3540f3f53620,yat turları köy ekonomisin kısmını karşılar,0,OTHER
679d43e4-4331-43f8-a4a4-fb0aa3f33499,kadınların zayıflıkları çoktur,1,SEXIST
f19948ff-5dfc-4b24-b480-f430020df86b,erkek kısmı karı ağlamaz,1,SEXIST
14d9feec-1618-45a6-a7c6-b1a153208279,bunun dünyadaki dostlarımıza anlatıyoruz,0,OTHER
383b8414-4274-46dc-aac7-ee105c167dcd,alevilere kız verilmez bilmiyor musun,1,RACIST
43eb76e0-883f-4c7f-bdbd-e81a07e7a405,erkek dediğin tamirden anlamalı,1,SEXIST
0773d128-91b9-4c5d-beb3-c104d8163670,kadın var gücüyle çalışır erkek gücüyle,1,SEXIST
88383bde-f6e1-4845-8b05-eb4b2caa03af,çenesinin yayını siktiğimin enteli,1,PROFANITY
8f1640ce-83e0-455c-be29-5eda97ccda84,yamuk ağız,1,INSULT
57c8d75f-3c2f-4e38-b009-69fe96445be6,alman araştırma cemiyeti kitabını finanse eder,0,OTHER
c9d6a5bf-9b5e-46f8-a1a8-b73d28610d98,dünyanın koca kafalı insanı olabilirsin,1,INSULT
d9037025-3fb2-4c78-8c63-95d205fa19e3,bahçıvanım biberim yok dalyarağım haberim yok,1,PROFANITY
3d59b25e-0012-4eb7-bc26-5e491efc4da1,kıllı goril seni,1,INSULT
637b0721-6eb1-46e2-be7b-da859c2daafa,kimse tarafından kabul görmezsin,1,INSULT
90019036-90c7-43bc-afff-13f05bd638cc,kardeş bulamam karı bulurum,1,SEXIST
df18b3a4-2da1-46dd-b72b-5f5cb420f405,sokakta herkesin içinde kahkaha atan kadına ben kadın demem,1,SEXIST
99c113bc-456a-42c3-b5be-f87bbcdac6d7,suriyeliler boş mezar bulsa içine girecekler,1,RACIST
95ea8af3-6726-4e23-9ff8-3814b53fe79c,kadının delisi makbuldür deli seveni deli öpeni deli içeni içine çekeni,1,SEXIST
25b8abed-4247-4f6c-8129-60f45ea4110b,seni öyle sikicem tarih kitapları seks denildiği zaman bizden bahsedecek,1,PROFANITY
2dae9328-ae58-43f7-ac64-6149487c7296,arkadaşım iyi kız,0,OTHER
54093112-00f5-4495-bed4-dac1db3cd979,soru kullandığınız yazılım nedir,0,OTHER
235b4911-781b-415b-981f-0a88eb8ae8fb,çalışmak senin neyine be kadın,1,SEXIST
f621f037-a5c2-495a-aad9-3cc5093fd79a,bölgede türkleri kurtarmıyoruz,1,RACIST
4c86bb20-60d4-4289-8ceb-fa7546a9bb33,bilim insanları bağın canlıların problemleri çözdükten sonra alınan zevkle bağlantılı olduğunu ileri sürmektedirler,0,OTHER
aba0f85e-32a8-4aae-8e1b-4b05ca68be9d,şekilde hızlı bitti düşünüyorum,1,OTHER
9b6427e5-c023-4dbe-8765-c03e886bef17,süpürge saçlısın,1,INSULT
d2ba0b66-c077-40f2-8b19-80e9a1aaad76,öküz yiyorsun,1,INSULT
fb95ae33-39fb-49c2-82c7-7810fe4451e3,keseye kadın eli girerse bereket gidermiş,1,SEXIST
2b1d77f9-ee78-40be-8865-77b8761b2512,kimi zaman siyasi konularla ilgili olabilmektedirler,0,OTHER
08614cb1-7224-4d1b-b761-45d5ffd4ff86,pezevenk misin,1,PROFANITY
8776f1bf-69c7-4370-bb7f-d8eff7a8c0a7,kadınlar göze hoş görünmek vardır,1,SEXIST
a239ddc4-4174-48f7-a44d-6c7c0a3d13da,kadın kılıklı adamdan korkulur,1,SEXIST
a43f6f17-698d-49ef-a259-5e309b61afa5,kadar kin öfkeyle yönetilir mi,0,OTHER
2a6b3a03-5c32-4f7d-a1d8-7708b2c9d9eb,babanın keline sıçayım,1,PROFANITY
7a804853-e9fc-4c86-970c-cf59ae2e01c1,senin götüne orospu çocuğu sokarım,1,PROFANITY
9eebf5ce-21c1-4849-9f8c-c7c103a8001a,papaz ucurmak,1,RACIST
b8b6c3fe-1448-4484-9069-5453ed87ecbd,alevi bizler farklıyız,1,RACIST
c9d13760-76ce-4dd8-9b22-c0be5cef6c16,kürtler türkler eşit haklara sahip olamaz,1,RACIST
db0902bb-481d-4bbd-ae67-ad626b992f50,aynı zamanda tarihi yerleri gösterelim,0,OTHER
8dfff3cb-6f3a-49a7-9b80-9fd4a38a5a4d,hangi guruba katılmak istersin,0,OTHER
ceabeac3-77b7-4b83-8458-7877b099573c,veledi zinası seni gebertirim,1,PROFANITY
c4a2ab8b-a8bd-4a26-adc8-4203595c95d0,müslümanlar medeni değildir,1,RACIST
82155d08-bc63-4319-9638-47ec4e87edcd,pissin arap olduğun belli,1,RACIST
cf675325-2f39-4936-9215-e895b0718074,sizi cisim yerine koyup etkileyen yerçekimini sikeyim,1,PROFANITY
15cce43e-1429-4be7-b06f-8dec9ec4e2e9,ayağı kürek olanın yarağı börek olur,1,PROFANITY
22376531-2277-411b-9653-0e476aa6c460,mustafa keleş durak harici boş gezen trafiğin yoğun olduğu kavşak devamında bekleyen taksiciler yüzünden zorluk çekiyoruz,0,OTHER
800343a9-b88b-44bb-9959-1e4756802204,berberdeki aynada yamuk gözüken yüzünü sikeyim,1,PROFANITY
373a0631-8bf7-4c74-838e-3b8181006933,bizler yaptığımız iyiliklerle anılacağız,0,OTHER
8d6c62e1-9c71-45c1-9238-b1cc91ba16f5,ebesini siktiğimin göt lalesi bizim gambazlamış,1,PROFANITY
ba02bd5d-b8dd-4d2c-a780-5438523a2bc2,kasaba minnet edeceğine kes sikini ye,1,PROFANITY
7058543e-ffb7-464a-bb78-7e12f156b792,amcık mısın,1,PROFANITY
bfec1406-fe41-4e6c-a7e1-b5574b8604e2,fakat sağlık kuruluşu yoktur,0,OTHER
6b906033-f636-4c40-a190-f2781d185045,belanı sikeyim,1,PROFANITY
f4890b3e-887c-4020-9989-82fe6bc591b9,köpek yavrusu havlamaya başladı,0,OTHER
39db997f-dc5e-4cb0-860b-4da9e1df15d5,elinin hamuruyla erkek isine karisma kariyer milleti issiz biraktiniz,1,SEXIST
a543a351-f7ee-42ff-9e95-d67f992386ae,ben komitenin kararini destekledim,0,OTHER
a36cbfc1-294e-4d6a-853a-3084730ce6ae,kadar siklersen kadar mutlu olursun,1,PROFANITY
e1493d9a-5ad7-42e4-b3a3-5feed4c9d23c,kızılderili yamyam,1,RACIST
cecad274-d784-41c0-80f9-fb717da9300d,konu hakkında gerçekten mutsuzum,0,OTHER
99ce4eab-ebde-4b1b-bd7c-02f3e1c7160b,bunlar çözüm bulunmasına yardımcı olabilir,0,OTHER
20a30a57-f138-4f5a-add8-740c940e7717,zürriyetine soktuğumun evladı,1,PROFANITY
294d0c0f-7fdd-4088-8319-7084eb210422,virüsle ilgili söz konusu değişikliklerin halk sağlığı üzerinde ciddi etkileri olabilir,0,OTHER
9439c206-f387-48eb-9428-60a267bb5cfb,hatayda hırsızlık yağma yapan suriyeliler görüyorsunuz,1,RACIST
a42a6d87-e4d5-40c5-a7d1-4f33654b4d87,bi sikerim amın feryat eder,1,PROFANITY
3f3a293c-9bdf-4820-a99f-5df1181f0ffd,neyle suçlandıkları ifade edilmedi,0,OTHER
962c8dfb-e2f1-44bb-a4cd-3873122a64e9,dilde oluşan bakteri mantarlar birçok sağlık problemlerine olabilmektedir,0,OTHER
d1b74c20-4b6b-40c6-9fae-9aabba2fa379,karı zırlama,1,SEXIST
ad5a0e30-c11e-4cf8-9aa3-8ef612c5d5ac,seni bana beni babana koydu sikti bütün aileyi,1,PROFANITY
b5564db6-3931-4562-98b3-d76bb7fb6be4,yeni gelen çürük yumurta çıktı,1,INSULT
d524709f-5f8e-4f50-8315-4952a342fb23,bunu bugünden öngörmek güç,0,OTHER
8f7571fd-3baa-40f5-8f7f-d3f4a8ad0dbc,zencilerle arkadaşlık etmemelisin,1,RACIST
ddc57d92-8975-4cb7-991a-75d1b9d470c3,unutma seversen götü kalkar,1,PROFANITY
2a9779a7-5a45-421a-a2f5-fdbb553ae0d9,yalancı gubuz,1,INSULT
eb380259-c419-4fc3-94dd-c9ea96329121,nihayet gün geldi,0,OTHER
36607251-b251-4565-ba2f-c81b7fb55fcd,ananın götünün damarını sikeyim,1,PROFANITY
f55c6aee-f966-4ef7-8fc5-eee79f91715f,yavaş ol amına koduğum,1,PROFANITY
568f3b35-eb62-4351-a499-ff4b7af235d5,orta boylu gençten adamdı,0,OTHER
94ab3be8-f227-4502-998c-4e3fb4b6dfb9,abe kocam siksin seni be,1,PROFANITY
e840a011-14ef-48cf-8c2c-795cac91b3d6,kız dediğin evde oturur sağda solda gezmez,1,SEXIST
255c777a-3769-4d5c-8f5b-7252aa8a785e,kelepir karşısında parlayan yahudi gözüyle bakmak,1,RACIST
7bc1013f-a60f-471a-bf97-da58b71cca90,ikiyuzlu sahtekar seni,1,INSULT
f74508a7-c5d7-4764-93f4-474695ed4780,bizden değilsiniz pis kürt,1,RACIST
21adeb61-15ed-4eca-9a49-466077c2e5c7,erkekleşmiş kadınlardan mesafeni korumalısın,1,SEXIST
22bf1afa-c2e8-4505-9bd3-cacd05f0016c,senin yaptığını yunan gâvuru yapmaz,1,RACIST
39a587ab-2de7-4160-ad52-e299953edacd,sanma yeryüzünde tek orospu çocuğu sensin,1,PROFANITY
6f52256e-f642-4b5d-8efe-dd4da01ed535,optik form üzerindeki eksik bilgi yanlış işaretlemeden doğacak sorunlar sınavın sayılmasına olacaktır,0,OTHER
f9ff4129-c0be-4b45-b6ab-49100b58f096,kürtler körler nefret edebilsin kötü kokar,1,RACIST
63875295-2f0b-4356-83fd-f303794af2d1,özellik tanımlanan özel derleme zamanı fonksiyonu şablonu çağırma şeklini basitleştirir,0,OTHER
4830f669-6034-444f-95f1-e25aa313006b,zazaların kürtten farkları yoktur,1,RACIST
307e58a7-6e7f-4311-916e-4b1919d5eb0f,orada olmadigini soylediler,0,OTHER
8f9d37d9-0034-4411-8d1f-1b949be0f566,amfobik,1,PROFANITY
71a19334-d3e1-473e-af27-5338c6b322e0,teşekkür ederim aziz dostum,0,OTHER
8443f428-6fbf-41e0-9c04-e03451a828f7,dünyanın dört yanından katılan tasarımcılarımız var,0,OTHER
710e0d4d-2eee-43c0-9734-540fc4ee5b4f,yüksek performans sağlar,0,OTHER
6a2b9f37-c7a7-4d62-8f7a-e56efce3bdf6,erkeğin şeytanı kadın,1,SEXIST
69613639-b0fa-42b8-ac9c-b4a2d3ffbe6f,arnavut inadını bırak gel,1,RACIST
468b12cb-60d5-43a5-a804-78f2c4ef833b,evet ankarada halka göstermek apartmanımda daireyi atatürk fotoğraf müzesi haline getirdim üç sene evvel,0,OTHER
a425ba54-c62d-4d21-8bd2-c4772ef0b519,bağlıyorsunuz hanımefendi dedi,0,OTHER
33d2da06-c753-43bc-9c40-09c70400d812,seni sikime pervane eder sonra ananın amını serinletirim,1,PROFANITY
d31f9fff-70d7-4d68-90f6-9fb21a99f4c3,gerçek hikaye hafta önce yaşandı,0,OTHER
8259420a-493f-4e1d-9bb6-d388ae195e26,dişlerin çirkin,1,INSULT
7234dd8d-d349-4b09-adbb-54892091f5cd,basketbol erkekler içindir,1,SEXIST
bf63027c-cec7-4338-8113-4c0bd58de9d9,fişini çekmeyi unutmuslar,1,INSULT
4d243151-8b79-4dd7-b2e9-e2272f9b07f3,götünün güzelliği yüzüne vurmuş,1,PROFANITY
58bd6334-d7fb-46ff-a3be-b9e31ae37979,noter olsan veznen boş kalırdı,1,INSULT
e1557ccb-b6ef-4577-9526-a0c198739783,afedersiniz ermeni,1,RACIST
ad27f919-00bf-477e-bbe3-972a0c74b272,evli kadın çocuklarının annesi olur oturur evinde,1,SEXIST
7026b000-fe94-49e5-b353-bb00b9801ebd,dost değil fazla düşman kazanmak mi,0,OTHER
cb818eab-f4ba-40c7-a82e-5d66eba8a2ec,sabun uretiminin kullaniminin yayginlasmasi birlikte koylu fay uretimine baslamistir,0,OTHER
4ec49523-432b-4b9a-a5ca-903345eb63d3,burada asıl mesele kentlileşme kente karşı sorumluluk hissetme kente entegrasyon sorunudur,0,OTHER
910a02a6-40a9-4e5e-bbb8-7657b7752185,kendi göbeğimizi kendimiz kesip bütün mültecileri ait oldukları yere yollamalıyız,1,RACIST
51c54499-888a-44ed-92b3-a143845bbbdb,alevilere kız vermeyiz,1,RACIST
d5b7e81c-79ad-4953-bae4-bf2b02bf351c,arkadaşlarıma başarılar diliyorum,0,OTHER
02eaab12-daff-4cd6-b447-247650c5b056,tebessüm belirdi yüzümde ayağa kalktım son gayretle,0,OTHER
cd84ccd0-c395-4dfb-969a-c234300fb583,londra gazetecileri uzun otobüs kuyruğunda bekletiyor ingiliz güvenliği,0,OTHER
8f794349-223c-4c2a-8b8b-9799472b2123,tütünü dilin altına çene yanak arasına yerleştirilerek tedricen emilen yapıt emme tütünüdür,0,OTHER
75b0d8b3-3549-4a61-a227-49864086b134,lotus kullanıyor,0,OTHER
42852e08-c93b-41ab-83a8-0095d1f561af,güzel gün dört paket öneriliyor bize,0,OTHER
158c7a5c-54bc-443a-a4b0-9da4215f1b40,bebek ağlamaya başladı,1,INSULT
81eca520-15a0-4f5b-a1dd-5929bba34bdc,amını siktiğimin yarrağı,1,PROFANITY
02fd4904-7eda-4784-b19d-e59873a0e19a,acemi nalbant kürt eşeğinde dener kendini hesabı git kendine kürt eşeği al,1,RACIST
75950ab6-156f-4ab8-af50-d370180fc5ea,buraya içki içmeye gelmedim,0,OTHER
2a28008e-dc74-472e-a9df-6613020b3b67,kadının tek mesleği vardır ev hanımı,1,SEXIST
33c984a1-3306-4ad1-aa0a-6edc2b1eeb72,patlak prezervatif çocuğu,1,PROFANITY
0b033706-234c-4b94-bca2-151bee529456,ibnenin evladı,1,PROFANITY
e25ce8ec-0e3c-48f1-9d67-7125f8f33c05,tasarım fikrine göre yapının çevresindeki doğa yapının içinde adeta duvar kağıdı işlevini görür,0,OTHER
f79abe70-4058-4b82-92fd-2992ff211f04,kadın kısmı çalışmaz,1,SEXIST
e95cb036-4ff0-42f6-9d64-1271cbd59f34,zenci değildir açın bi kitap falan okuyun,1,RACIST
ec3abf00-1786-4868-ad21-f9502896784a,kelebek olsan seni kozana geri sokarım,1,INSULT
d442f781-4830-413f-a468-bebb9a04740e,türklerin lafına güven olmaz,1,RACIST
461ef34b-a81f-4b68-8aa4-bde0e553e9d1,pencerenin diğer ayarlarını uygun şekilde yapın diğer pencere tiplerini duvar üzerinde deneyin,0,OTHER
b33f22f1-4a81-4d3e-94b1-e6effe91912f,gereği vardı,0,OTHER
97f6fde2-2ca5-464c-b5a8-acd516e22264,i̇bnelik yapma oğlum geliyorsun işte,1,PROFANITY
